Starting "SYS"."SYS_EXPORT_TABLE_01":  
Estimate in progress using BLOCKS method...
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
Total estimation using BLOCKS method: 1.158 GB
Processing object type TABLE_EXPORT/TABLE/TABLE
     Completed 120 TABLE objects in 9 seconds
Processing object type TABLE_EXPORT/TABLE/CONSTRAINT/CONSTRAINT
     Completed 113 CONSTRAINT objects in 1 seconds
Processing object type TABLE_EXPORT/TABLE/CONSTRAINT/REF_CONSTRAINT
     Completed 1 REF_CONSTRAINT objects in 0 seconds
. . exported "SYS"."WRH$_PERSISTENT_QUEUES"              16.23 KB      32 rows
. . exported "SYS"."WRM$_SNAP_ERROR"                     6.609 KB       0 rows
. . exported "SYS"."WRH$_DATAFILE"                       15.01 KB      97 rows
. . exported "SYS"."WRH$_RULE_SET"                       9.867 KB       8 rows
. . exported "SYS"."WRH$_SESS_TIME_STATS"                8.632 KB      16 rows
. . exported "SYS"."WRH$_EVENT_NAME"                     77.28 KB     997 rows
. . exported "SYS"."WRH$_PARAMETER_NAME"                 88.02 KB    2049 rows
. . exported "SYS"."WRH$_BUFFERED_QUEUES"                9.015 KB       0 rows
. . exported "SYS"."WRH$_BUFFERED_SUBSCRIBERS"           9.867 KB       0 rows
. . exported "SYS"."WRH$_IOSTAT_FILETYPE_NAME"           6.156 KB      12 rows
. . exported "SYS"."WRH$_IOSTAT_FUNCTION_NAME"           6.117 KB      13 rows
. . exported "SYS"."WRH$_LATCH_NAME"                     27.89 KB     502 rows
. . exported "SYS"."WRH$_METRIC_NAME"                     28.5 KB     248 rows
. . exported "SYS"."WRH$_OSSTAT_NAME"                    6.398 KB      20 rows
. . exported "SYS"."WRH$_STAT_NAME"                      29.16 KB     517 rows
. . exported "SYS"."WRH$_TEMPFILE"                       9.203 KB      17 rows
. . exported "SYS"."WRM$_WR_CONTROL"                     12.16 KB       1 rows
. . exported "SYS"."WRH$_ACTIVE_SESSION_HISTORY":"WRH$_ACTIVE_SES_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_ACTIVE_SESSION_HISTORY_BL"          0 KB       0 rows
. . exported "SYS"."WRH$_COMP_IOSTAT"                        0 KB       0 rows
. . exported "SYS"."WRH$_DB_CACHE_ADVICE":"WRH$_DB_CACHE_AD_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_DB_CACHE_ADVICE_BL"                 0 KB       0 rows
. . exported "SYS"."WRH$_DLM_MISC":"WRH$_DLM_MISC_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_DLM_MISC_BL"                        0 KB       0 rows
. . exported "SYS"."WRH$_EVENT_HISTOGRAM":"WRH$_EVENT_HISTO_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_EVENT_HISTOGRAM_BL"                 0 KB       0 rows
. . exported "SYS"."WRH$_FILEMETRIC_HISTORY"                 0 KB       0 rows
. . exported "SYS"."WRH$_FILESTATXS":"WRH$_FILESTATXS_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_FILESTATXS_BL"                      0 KB       0 rows
. . exported "SYS"."WRH$_INST_CACHE_TRANSFER":"WRH$_INST_CACHE_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_INST_CACHE_TRANSFER_BL"             0 KB       0 rows
. . exported "SYS"."WRH$_INTERCONNECT_PINGS":"WRH$_IC_PINGS_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_INTERCONNECT_PINGS_BL"              0 KB       0 rows
. . exported "SYS"."WRH$_LATCH":"WRH$_LATCH_MXDB_MXSN"       0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_BL"                           0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_CHILDREN":"WRH$_LATCH_CHILD_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_CHILDREN":"WRH$_LATCH__3430975138_0"      0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_CHILDREN_BL"                  0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_MISSES_SUMMARY":"WRH$_LATCH_MISSE_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_MISSES_SUMMARY_BL"            0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_PARENT":"WRH$_LATCH_PAREN_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_PARENT":"WRH$_LATCH__3430975138_0"      0 KB       0 rows
. . exported "SYS"."WRH$_LATCH_PARENT_BL"                    0 KB       0 rows
. . exported "SYS"."WRH$_MEMORY_TARGET_ADVICE"               0 KB       0 rows
. . exported "SYS"."WRH$_MTTR_TARGET_ADVICE"                 0 KB       0 rows
. . exported "SYS"."WRH$_OSSTAT":"WRH$_OSSTAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_OSSTAT_BL"                          0 KB       0 rows
. . exported "SYS"."WRH$_PARAMETER":"WRH$_PARAMETER_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_PARAMETER_BL"                       0 KB       0 rows
. . exported "SYS"."WRH$_ROWCACHE_SUMMARY":"WRH$_ROWCACHE_SU_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_ROWCACHE_SUMMARY_BL"                0 KB       0 rows
. . exported "SYS"."WRH$_SEG_STAT":"WRH$_SEG_STAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SEG_STAT_BL"                        0 KB       0 rows
. . exported "SYS"."WRH$_SERVICE_STAT":"WRH$_SERVICE_STAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SERVICE_STAT_BL"                    0 KB       0 rows
. . exported "SYS"."WRH$_SERVICE_WAIT_CLASS":"WRH$_SERVICE_WAIT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SERVICE_WAIT_CLASS_BL"              0 KB       0 rows
. . exported "SYS"."WRH$_SESSMETRIC_HISTORY"                 0 KB       0 rows
. . exported "SYS"."WRH$_SGASTAT":"WRH$_SGASTAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SGASTAT_BL"                         0 KB       0 rows
. . exported "SYS"."WRH$_SQLSTAT":"WRH$_SQLSTAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SQLSTAT_BL"                         0 KB       0 rows
. . exported "SYS"."WRH$_STREAMS_APPLY_SUM"                  0 KB       0 rows
. . exported "SYS"."WRH$_STREAMS_CAPTURE"                    0 KB       0 rows
. . exported "SYS"."WRH$_SYSSTAT":"WRH$_SYSSTAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SYSSTAT_BL"                         0 KB       0 rows
. . exported "SYS"."WRH$_SYSTEM_EVENT":"WRH$_SYSTEM_EVEN_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SYSTEM_EVENT_BL"                    0 KB       0 rows
. . exported "SYS"."WRH$_SYS_TIME_MODEL":"WRH$_SYS_TIME_MO_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_SYS_TIME_MODEL_BL"                  0 KB       0 rows
. . exported "SYS"."WRH$_TABLESPACE_STAT":"WRH$_TABLESPACE_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_TABLESPACE_STAT_BL"                 0 KB       0 rows
. . exported "SYS"."WRH$_WAITSTAT":"WRH$_WAITSTAT_MXDB_MXSN"      0 KB       0 rows
. . exported "SYS"."WRH$_WAITSTAT_BL"                        0 KB       0 rows
. . exported "SYS"."WRM$_BASELINE_DETAILS"                   0 KB       0 rows
. . exported "SYS"."WRM$_BASELINE_TEMPLATE"                  0 KB       0 rows
. . exported "SYS"."WRM$_COLORED_SQL"                        0 KB       0 rows
Master table "SYS"."SYS_EXPORT_TABLE_01" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_01 is:
  /u01/app/oracle/product/11.1.0/db_1/rdbms/log/awrdat_910_917.dmp
Job "SYS"."SYS_EXPORT_TABLE_01" successfully completed at 18:23:31
